http://115.124.125.42/Tolls/api/2119/u/exceptionapi,"2016-04-03 10:56:11","{""user_id"":""2"",""exception"":""{\n    code = 0;\n    message = \"There was an error at the server.\";\n    name = \"Internal Server Error\";\n    status = 500;\n}"",""method_name"":""cancelJourneyCancelBtnAction"",""class_name"":""HomeViewController""}"
http://115.124.125.42/Tolls/api/2119/u/exceptionapi,"2016-04-03 10:56:25","{""user_id"":""2"",""exception"":""{\n    code = 0;\n    message = \"There was an error at the server.\";\n    name = \"Internal Server Error\";\n    status = 500;\n}"",""method_name"":""cancelJourneyCancelBtnAction"",""class_name"":""HomeViewController""}"
http://115.124.125.42/Tolls/api/2119/u/exceptionapi,"2016-04-03 13:45:02","{""exception"":""{\n    code = 0;\n    message = \"There was an error at the server.\";\n    name = \"Internal Server Error\";\n    status = 500;\n}"",""method_name"":""LocationManager:didEnterRegion"",""class_name"":""AppDelegate""}"
http://115.124.125.42/Tolls/api/2119/u/exceptionapi,"2016-04-03 13:45:03","{""exception"":""{\n    code = 0;\n    message = \"There was an error at the server.\";\n    name = \"Internal Server Error\";\n    status = 500;\n}"",""method_name"":""LocationManager:didEnterRegion"",""class_name"":""AppDelegate""}"
