http://115.124.125.42/Tolls/api/2119/uv,"2016-01-08 13:01:12","{""user_id"":""8"",""registration_no"":""AP10YT2456"",""vechical_nickname"":""MY CAR"",""vechical_type_id"":""2"",""timezone"":""Asia\/Calcutta"",""vechical_make"":""MAR"",""use_type"":""1""}","{""Code"":200,""Info"":[{}],""Message"":""file uploaded successfully""}",add
http://115.124.125.42/Tolls/api/2119/uv,"2016-01-08 13:03:10","{""user_id"":""8"",""registration_no"":""TS10IU6756"",""vechical_nickname"":""MY MARUTHI"",""vechical_type_id"":""2"",""timezone"":""Asia\/Calcutta"",""vechical_make"":""MAR"",""use_type"":""1""}","{""Code"":200,""Info"":[{},{}],""Message"":""file uploaded successfully""}",add
http://115.124.125.42/Tolls/api/2119/uv/u/8VID_TS10IU6756,"2016-01-12 12:28:33","{""vechical_id"":""8VID_TS10IU6756"",""user_id"":""8"",""registration_no"":""TS10IU6756"",""vechical_nickname"":""MY MARUTHI"",""vechical_type_id"":""2"",""vechical_make"":""MAR"",""use_type"":""1""}","{""Code"":200,""Info"":[{},{}],""Error"":""You have not uploaded a file""}",delete
http://115.124.125.42/Tolls/api/2119/uv/u/8VID_TS10IU6756,"2016-01-12 12:35:37","{""vechical_id"":""8VID_TS10IU6756"",""user_id"":""8"",""registration_no"":""TS10IU6756"",""vechical_nickname"":""MY MARUTHI"",""vechical_type_id"":""2"",""vechical_make"":""MAR"",""use_type"":""1""}","{""Code"":200,""Info"":[{},{}],""Error"":""You have not uploaded a file""}",delete
http://115.124.125.42/Tolls/api/2119/uv,"2016-02-19 21:07:30","{""user_id"":""8"",""registration_no"":""ABCD1234"",""vechical_nickname"":""HYD VEHICLE"",""vechical_type_id"":""6"",""timezone"":""Asia\/Calcutta"",""vechical_make"":""MAR"",""use_type"":""1"",""vechical_RC_pic"":""RC_ABCD1234.jpg""}","{""Code"":200,""Info"":[{}],""Message"":""file uploaded successfully""}",add
http://115.124.125.42/Tolls/api/2119/uv,"2016-02-19 21:27:30","{""user_id"":""8"",""registration_no"":""ABCD"",""vechical_nickname"":""BMW"",""vechical_type_id"":""2"",""timezone"":""Asia\/Calcutta"",""vechical_make"":""MAR"",""use_type"":""1""}","{""Code"":200,""Info"":[{},{}],""Message"":""file uploaded successfully""}",add
http://115.124.125.42/Tolls/api/2119/uv/u/8VID_ABCD,"2016-02-19 21:28:47","{""vechical_id"":""8VID_ABCD"",""user_id"":""8"",""registration_no"":""ABCD"",""vechical_nickname"":""AUDI"",""vechical_type_id"":""2"",""vechical_make"":""MAR"",""use_type"":""1""}","{""Code"":200,""Info"":[{},{},{},{}],""Error"":""You have not uploaded a file""}",delete
http://115.124.125.42/Tolls/api/2119/uv/u/8VID_AP10YT2456,"2016-02-19 21:29:43","{""vechical_id"":""8VID_AP10YT2456"",""user_id"":""8"",""registration_no"":""AP10YT2456"",""vechical_nickname"":""MY CARS"",""vechical_type_id"":""2"",""vechical_make"":""MAR"",""use_type"":""1""}","{""Code"":200,""Info"":[{},{},{},{}],""Error"":""You have not uploaded a file""}",delete
http://115.124.125.42/Tolls/api/2119/uv/uvde,"2016-02-19 21:29:50","{""user_id"":""8"",""vechical_id"":""8VID_ABCD""}","{""Code"":200,""Info"":[{}]}",delete
http://115.124.125.42/Tolls/api/2119/uv,"2016-02-19 21:31:15","{""user_id"":""8"",""registration_no"":""NZNDMDM"",""vechical_owner_name"":""BXNDKDK"",""vechical_nickname"":""HSJDNDJDK"",""vechical_type_id"":""6"",""timezone"":""Asia\/Calcutta"",""vechical_make"":""MAR"",""use_type"":""1""}","{""Code"":200,""Info"":[{},{}],""Message"":""file uploaded successfully""}",add
