http://115.124.125.42/Tolls/api/2119/uv,"2016-03-29 23:06:24","{""user_id"":""195"",""registration_no"":""EXEMPT"",""owner_name"":""BUMPS"",""vechical_nickname"":""CFL"",""vechical_type_id"":""2"",""timezone"":""Asia\/Calcutta"",""vechical_make"":""MAR"",""use_type"":""2""}","{""Code"":200,""Info"":[{}],""Message"":""file uploaded successfully""}",add
http://115.124.125.42/Tolls/api/2119/uv/u/195VID_EXEMPT,"2016-03-29 23:06:26","{""vechical_id"":""195VID_EXEMPT"",""user_id"":""195"",""vechical_nickname"":""CFL"",""registration_no"":""EXEMPT"",""vechical_type_id"":""2"",""vechical_make"":""MAR"",""use_type"":""1""}","{""Code"":200,""Info"":[{}],""Error"":""You have not uploaded a file""}",delete
http://115.124.125.42/Tolls/api/2119/uv/u/195VID_EXEMPT,"2016-03-29 23:06:30","{""vechical_id"":""195VID_EXEMPT"",""user_id"":""195"",""vechical_nickname"":""CFL"",""registration_no"":""EXEMPT"",""vechical_type_id"":""2"",""vechical_make"":""MAR"",""use_type"":""1""}","{""Code"":200,""Info"":[{}],""Error"":""You have not uploaded a file""}",delete
